preprocess_latency(us),HtoD_latency(us),kernel_latency(us),DtoH_latency(us),postprocess_latency(us),gpu_overhead(us),cpu_overhead
275.114,9.139,6.389,13.571,181.951,70.761,457.064
275.670,9.333,6.486,13.453,182.038,71.358,457.708
275.695,9.079,6.198,13.534,182.075,70.575,457.770
274.796,9.107,6.272,13.502,182.103,72.166,456.898
274.642,8.825,6.511,13.685,182.102,70.599,456.744
274.369,9.094,6.683,13.568,182.203,70.871,456.572
274.287,8.961,6.375,13.614,181.958,71.280,456.245
274.762,8.852,6.340,13.386,182.291,70.167,457.053
274.559,9.079,6.604,13.483,182.008,71.471,456.567
274.446,9.068,6.516,13.510,182.081,71.070,456.527
